epoch,accuracy,loss,val_accuracy,val_loss
0,0.6899165511131287,19.324148178100586,0.6640170216560364,25.357975006103516
0,0.6921230554580688,19.31501579284668,0.6632006168365479,25.435441970825195
0,0.6893311142921448,19.417295455932617,0.669204831123352,25.968332290649414
1,0.6898946762084961,19.288793563842773,0.66791170835495,25.085634231567383
2,0.6906724572181702,19.286924362182617,0.6656074523925781,24.42536163330078
3,0.6906720399856567,19.311307907104492,0.6588035225868225,25.874420166015625
4,0.6918615102767944,19.31496810913086,0.6734334230422974,24.33209228515625
5,0.6900741457939148,19.317827224731445,0.6533190011978149,25.74378776550293
6,0.690838634967804,19.3037166595459,0.6678521037101746,25.827381134033203
7,0.6890876889228821,19.343942642211914,0.6664981245994568,26.15610122680664
8,0.6902270317077637,19.301809310913086,0.660610556602478,25.764751434326172
9,0.6894739270210266,19.470417022705078,0.6597743630409241,26.114971160888672
10,0.6900709271430969,19.392105102539062,0.6640720963478088,25.60311508178711
11,0.6910563111305237,19.132848739624023,0.6672914624214172,24.53679847717285
12,0.6902509331703186,19.396623611450195,0.6654132604598999,25.95404815673828
13,0.6895135641098022,19.38416862487793,0.6671895384788513,25.164859771728516
14,0.6904375553131104,19.255762100219727,0.6588336825370789,25.554702758789062
15,0.6909219026565552,19.288835525512695,0.6710970997810364,25.69305992126465
16,0.6910111308097839,19.22718048095703,0.6726304888725281,24.868755340576172
17,0.6898905038833618,19.305540084838867,0.660707950592041,26.297103881835938
18,0.6905197501182556,19.343721389770508,0.6623362302780151,26.54620361328125
19,0.6906017065048218,19.35034942626953,0.6666865348815918,25.654489517211914
20,0.6907655596733093,19.34506607055664,0.6678110957145691,25.5941162109375
21,0.6904746890068054,19.26704216003418,0.6699641942977905,25.556581497192383
22,0.6899070143699646,19.31787872314453,0.6627815365791321,26.387666702270508
23,0.6908683180809021,19.352258682250977,0.6614762544631958,25.06220817565918
0,0.6892942190170288,19.374967575073242,0.6796022653579712,25.876007080078125
1,0.6903977990150452,19.354787826538086,0.667855978012085,25.68887710571289
2,0.6892980933189392,19.254249572753906,0.6652434468269348,26.14022445678711
0,0.689846932888031,92288856358912.0,0.6654626131057739,25.230409622192383
0,0.6898826360702515,19.376453399658203,0.6649941802024841,25.788509368896484
0,0.6902468800544739,1.1931204941432677e+21,0.6609233021736145,25.822790145874023
0,26.147817611694336,26.147817611694336,24.63686752319336,24.63686752319336
0,19.37444496154785,19.374446868896484,25.404178619384766,25.404178619384766
0,20.174009323120117,20.174009323120117,25.96906852722168,25.96906852722168
0,25.502477645874023,25.502477645874023,38.09882354736328,38.09882354736328
0,33.18729019165039,33.18729019165039,30.232168197631836,30.232168197631836
0,17.44367218017578,17.44367218017578,26.517459869384766,26.517459869384766
1,15.122737884521484,15.122737884521484,22.37215805053711,22.37215805053711
2,13.84713363647461,13.84713363647461,20.96643829345703,20.96643829345703
3,12.943388938903809,12.943388938903809,20.737363815307617,20.737363815307617
4,12.437564849853516,12.437564849853516,19.82621192932129,19.82621192932129
0,14.432811737060547,14.432811737060547,20.404571533203125,20.404571533203125
1,9.038919448852539,9.038918495178223,11.884263038635254,11.884263038635254
2,8.454174041748047,8.454174995422363,23.243549346923828,23.243549346923828
3,7.704638481140137,7.704638481140137,11.696524620056152,11.696524620056152
4,7.354165554046631,7.354165554046631,12.900670051574707,12.900670051574707
0,7.510083198547363,7.510083198547363,13.51162052154541,13.51162052154541
0,6.796239376068115,6.796239376068115,10.619111061096191,10.619111061096191
