epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
110,1.9358794689178467,1.9358794689178467,4.89324951171875,4.89324951171875
111,1.9350095987319946,1.9350095987319946,4.989070892333984,4.989070892333984
112,1.9190700054168701,1.9190700054168701,4.910299301147461,4.910299301147461
113,1.922052264213562,1.922052264213562,5.0892205238342285,5.0892205238342285
114,1.924712896347046,1.924712896347046,4.964639663696289,4.964639663696289
115,1.9136821031570435,1.9136821031570435,4.917712688446045,4.917712688446045
116,1.9140007495880127,1.9140007495880127,5.014084815979004,5.014084815979004
117,1.9108314514160156,1.9108314514160156,4.941028594970703,4.941028594970703
118,1.9105066061019897,1.9105066061019897,5.031817436218262,5.031817436218262
119,1.911577582359314,1.911577582359314,4.891022205352783,4.891022205352783
120,1.902296543121338,1.902296543121338,4.97017765045166,4.97017765045166
121,1.9020535945892334,1.9020535945892334,4.91765832901001,4.91765832901001
122,1.8959320783615112,1.8959320783615112,5.016895771026611,5.016895771026611
123,1.8873841762542725,1.8873841762542725,4.842391014099121,4.842391014099121
124,1.9024360179901123,1.9024360179901123,4.943446636199951,4.943446636199951
125,1.892258882522583,1.892258882522583,4.90073823928833,4.90073823928833
126,1.890433430671692,1.890433430671692,4.8191657066345215,4.8191657066345215
127,1.8920344114303589,1.8920344114303589,4.8766608238220215,4.8766608238220215
128,1.8793773651123047,1.8793773651123047,4.9439897537231445,4.9439897537231445
129,1.884377121925354,1.884377121925354,5.124067306518555,5.124067306518555
130,1.8758511543273926,1.8758511543273926,4.87454080581665,4.87454080581665
131,1.8756566047668457,1.8756566047668457,4.961483001708984,4.961483001708984
132,1.8722538948059082,1.8722538948059082,4.783071041107178,4.783071041107178
133,1.8683180809020996,1.8683180809020996,4.828366756439209,4.828366756439209
