epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
104,1.9417752027511597,1.9417755603790283,4.924054145812988,4.924054145812988
105,1.9414139986038208,1.9414139986038208,4.979384899139404,4.9793853759765625
106,1.9327263832092285,1.9327263832092285,4.929337501525879,4.929337501525879
107,1.9335415363311768,1.9335415363311768,4.618943214416504,4.618943214416504
108,1.9313045740127563,1.9313045740127563,4.913103103637695,4.913103103637695
109,1.9145997762680054,1.9145997762680054,4.722568511962891,4.722568511962891
110,1.926259994506836,1.926260232925415,4.724236965179443,4.724236965179443
111,1.9210114479064941,1.9210114479064941,4.795078754425049,4.795078754425049
112,1.9191821813583374,1.9191821813583374,4.825479507446289,4.825479507446289
113,1.9201023578643799,1.9201023578643799,4.756091117858887,4.756091117858887
114,1.9075912237167358,1.9075912237167358,4.645711421966553,4.645711421966553
115,1.909523844718933,1.909523844718933,4.936395168304443,4.936395168304443
116,1.8961617946624756,1.8961617946624756,4.715991973876953,4.715991973876953
117,1.9079840183258057,1.9079840183258057,4.609803676605225,4.609803676605225
118,1.9001483917236328,1.9001483917236328,4.598562240600586,4.598562240600586
119,1.9060330390930176,1.9060330390930176,4.875903606414795,4.875903606414795
120,1.9035676717758179,1.9035676717758179,4.588798522949219,4.5887980461120605
121,1.888982892036438,1.888982892036438,4.708668231964111,4.708668231964111
122,1.8983285427093506,1.8983285427093506,4.761242389678955,4.761242389678955
123,1.8907408714294434,1.8907408714294434,4.981833457946777,4.981833457946777
124,1.87075936794281,1.87075936794281,4.66511869430542,4.66511869430542
125,1.8955365419387817,1.8955365419387817,4.564305305480957,4.564305305480957
126,1.8809161186218262,1.8809161186218262,4.687820911407471,4.687820911407471
127,1.8862013816833496,1.8862013816833496,5.377614498138428,5.377614498138428
128,1.8798534870147705,1.8798534870147705,4.507617473602295,4.507616996765137
129,1.8840934038162231,1.8840934038162231,4.573157787322998,4.573157787322998
130,1.8678985834121704,1.8678985834121704,4.623036861419678,4.623036861419678
131,1.8767726421356201,1.8767726421356201,4.592974662780762,4.592974662780762
132,1.8622212409973145,1.8622212409973145,4.559632778167725,4.559632778167725
133,1.8638359308242798,1.8638359308242798,4.707165241241455,4.707165241241455
134,1.8562710285186768,1.8562710285186768,4.652257442474365,4.652257442474365
135,1.8745787143707275,1.8745787143707275,4.451907157897949,4.451907157897949
136,1.8580105304718018,1.8580105304718018,4.677944660186768,4.677944660186768
137,1.8862745761871338,1.8862745761871338,4.516352653503418,4.516352653503418
138,1.8638120889663696,1.8638120889663696,4.4950785636901855,4.495079040527344
139,1.8526322841644287,1.8526322841644287,4.508336544036865,4.508336544036865
140,1.8488590717315674,1.8488590717315674,4.505656719207764,4.505656719207764
141,1.8508256673812866,1.8508256673812866,4.620711326599121,4.620711326599121
142,1.8666056394577026,1.8666056394577026,4.512170791625977,4.512170791625977
143,1.8660773038864136,1.8660773038864136,4.626834869384766,4.626834869384766
144,1.8428795337677002,1.8428795337677002,4.483189582824707,4.483189582824707
145,1.8645515441894531,1.8645515441894531,4.720569133758545,4.720569133758545
146,1.8425530195236206,1.8425530195236206,4.657223701477051,4.657223701477051
147,1.8371014595031738,1.8371013402938843,4.51415491104126,4.51415491104126
148,1.8433181047439575,1.8433181047439575,4.586287021636963,4.586287021636963
149,1.850756287574768,1.850756287574768,4.677064418792725,4.677064418792725
150,1.8310532569885254,1.8310532569885254,4.7044806480407715,4.7044806480407715
151,1.8453803062438965,1.8453803062438965,4.433957099914551,4.433957099914551
152,1.8409128189086914,1.8409128189086914,4.5118408203125,4.5118408203125
153,1.8409873247146606,1.8409873247146606,4.543498992919922,4.543498992919922
154,1.8310494422912598,1.8310494422912598,4.561859607696533,4.561859607696533
155,1.84292471408844,1.84292471408844,4.476561546325684,4.476561546325684
156,1.8207699060440063,1.8207699060440063,4.49362325668335,4.49362325668335
157,1.8340198993682861,1.8340198993682861,4.572920799255371,4.572920799255371
158,1.8244990110397339,1.8244990110397339,4.6089653968811035,4.6089653968811035
159,1.8257931470870972,1.8257931470870972,4.511335372924805,4.511335372924805
160,1.81620454788208,1.81620454788208,4.634937763214111,4.634937763214111
161,1.8078583478927612,1.8078583478927612,4.743484020233154,4.743484020233154
162,1.8196582794189453,1.8196582794189453,4.5786309242248535,4.5786309242248535
163,1.8203558921813965,1.8203558921813965,4.579356670379639,4.579356670379639
164,1.822632908821106,1.822632908821106,4.613717079162598,4.613717079162598
165,1.8094520568847656,1.8094520568847656,4.598297595977783,4.598297595977783
166,1.8134580850601196,1.8134580850601196,4.52696418762207,4.52696418762207
167,1.80325186252594,1.80325186252594,4.7525458335876465,4.7525458335876465
168,1.8132785558700562,1.8132785558700562,4.536889553070068,4.536889553070068
169,1.806207537651062,1.806207537651062,4.682837963104248,4.682837963104248
170,1.8043344020843506,1.8043344020843506,4.718506336212158,4.718506336212158
171,1.804559350013733,1.804559350013733,4.630457878112793,4.630457878112793
172,1.7932517528533936,1.7932517528533936,4.6282267570495605,4.6282267570495605
173,1.804948329925537,1.8049484491348267,4.559267520904541,4.559267520904541
174,1.8062517642974854,1.8062517642974854,4.5905985832214355,4.5905985832214355
175,1.7918891906738281,1.7918891906738281,4.582054615020752,4.582054615020752
176,1.7908622026443481,1.7908622026443481,4.63508415222168,4.63508415222168
177,1.7955719232559204,1.7955719232559204,4.6424665451049805,4.6424665451049805
178,1.7859596014022827,1.7859596014022827,4.531973361968994,4.531973361968994
179,1.7924611568450928,1.7924611568450928,4.59438943862915,4.59438943862915
180,1.7850033044815063,1.7850033044815063,4.4769792556762695,4.476978778839111
181,1.7881007194519043,1.7881007194519043,4.542387962341309,4.542387962341309
182,1.7859140634536743,1.7859140634536743,4.522095203399658,4.522095203399658
183,1.7905546426773071,1.7905546426773071,4.624409198760986,4.624409198760986
184,1.787976622581482,1.787976622581482,4.557042121887207,4.557042121887207
185,1.7810096740722656,1.7810096740722656,4.407419204711914,4.407419204711914
186,1.772665023803711,1.772665023803711,4.694688320159912,4.694688320159912
187,1.7877261638641357,1.7877261638641357,4.494240760803223,4.494240760803223
188,1.7880867719650269,1.7880867719650269,4.5808844566345215,4.5808844566345215
189,1.7794972658157349,1.7794972658157349,4.701488971710205,4.701488971710205
190,1.7811213731765747,1.7811213731765747,4.5765180587768555,4.5765180587768555
191,1.7703993320465088,1.7703993320465088,4.503710746765137,4.503710746765137
192,1.7671349048614502,1.7671349048614502,4.550394535064697,4.550394535064697
193,1.7842884063720703,1.7842884063720703,4.526785373687744,4.526785850524902
194,1.7819288969039917,1.7819288969039917,4.536054611206055,4.536055088043213
195,1.7749375104904175,1.7749375104904175,4.486047267913818,4.486047267913818
196,1.7646623849868774,1.7646623849868774,4.581523418426514,4.581523418426514
197,1.7884501218795776,1.7884501218795776,4.382424354553223,4.382424354553223
198,1.7572097778320312,1.7572097778320312,4.567919731140137,4.567919731140137
199,1.7692029476165771,1.7692029476165771,4.554533004760742,4.554532527923584
200,1.759264349937439,1.759264349937439,4.561089515686035,4.561089515686035
201,1.7677844762802124,1.767784595489502,4.426670551300049,4.426670551300049
202,1.753519058227539,1.753519058227539,4.583690166473389,4.583690166473389
203,1.7541497945785522,1.7541497945785522,4.626071929931641,4.626071929931641
204,1.7544939517974854,1.7544939517974854,4.489033222198486,4.489033222198486
205,1.7584182024002075,1.7584182024002075,4.5774149894714355,4.5774149894714355
206,1.7605148553848267,1.7605148553848267,4.659414291381836,4.659414291381836
207,1.753151297569275,1.753151297569275,4.464817523956299,4.464817523956299
208,1.7508025169372559,1.7508025169372559,4.529463768005371,4.529463768005371
209,1.75384521484375,1.7538450956344604,4.868561267852783,4.868561267852783
210,1.7498524188995361,1.7498524188995361,4.450830936431885,4.450830936431885
211,1.746523380279541,1.746523380279541,5.0831475257873535,5.0831475257873535
212,1.7352668046951294,1.7352668046951294,4.45216703414917,4.45216703414917
213,1.7411562204360962,1.7411562204360962,4.398987293243408,4.398987293243408
214,1.7439109086990356,1.7439109086990356,4.707265853881836,4.707265853881836
215,1.7386633157730103,1.7386633157730103,4.462286472320557,4.462286472320557
216,1.7469196319580078,1.7469196319580078,4.550783157348633,4.550783157348633
217,1.7375949621200562,1.7375949621200562,4.493722915649414,4.493722915649414
218,1.7450711727142334,1.7450711727142334,4.457570552825928,4.457570552825928
219,1.7485076189041138,1.7485076189041138,4.435313701629639,4.435313701629639
220,1.744710087776184,1.744710087776184,4.73377799987793,4.73377799987793
221,1.7312473058700562,1.7312473058700562,4.440735340118408,4.440735340118408
222,1.7456953525543213,1.7456953525543213,4.480216026306152,4.480216026306152
223,1.7257225513458252,1.7257225513458252,4.468010902404785,4.468010902404785
224,1.7275819778442383,1.7275819778442383,4.507289409637451,4.507289409637451
225,1.7374051809310913,1.7374051809310913,4.481921195983887,4.481921195983887
226,1.743120551109314,1.743120551109314,4.472708225250244,4.472708225250244
227,1.7313088178634644,1.7313088178634644,4.462740421295166,4.462740421295166
228,1.7309021949768066,1.7309021949768066,4.440401077270508,4.440401077270508
229,1.7256618738174438,1.7256618738174438,4.496860027313232,4.496860027313232
230,1.7203102111816406,1.7203102111816406,4.433000087738037,4.433000087738037
231,1.7285468578338623,1.7285468578338623,4.502878665924072,4.502878665924072
232,1.7292804718017578,1.7292802333831787,4.539802074432373,4.539802074432373
233,1.7273781299591064,1.727378249168396,4.518969535827637,4.518970012664795
234,1.7194055318832397,1.7194055318832397,4.453271865844727,4.453271865844727
235,1.7225685119628906,1.7225685119628906,4.7265238761901855,4.7265238761901855
236,1.7200740575790405,1.7200740575790405,4.569659233093262,4.569659233093262
237,1.711201786994934,1.711201786994934,4.629510879516602,4.629510879516602
238,1.7213597297668457,1.7213597297668457,4.476815223693848,4.476815223693848
239,1.7276350259780884,1.7276350259780884,4.524826526641846,4.524826526641846
240,1.7080188989639282,1.7080188989639282,4.617131233215332,4.617131233215332
241,1.7185381650924683,1.7185379266738892,4.50783109664917,4.50783109664917
242,1.7215871810913086,1.7215871810913086,4.430288791656494,4.430288791656494
243,1.7159878015518188,1.7159878015518188,4.5441484451293945,4.5441484451293945
244,1.7117148637771606,1.7117146253585815,4.392941474914551,4.392941474914551
245,1.7065417766571045,1.7065417766571045,4.555388927459717,4.555388927459717
246,1.707308292388916,1.707308292388916,4.505686283111572,4.505685806274414
247,1.703701138496399,1.703701138496399,4.393553256988525,4.393553256988525
248,1.7110234498977661,1.7110234498977661,4.4155755043029785,4.4155755043029785
249,1.7090809345245361,1.7090809345245361,4.464382648468018,4.464382648468018
250,1.7049661874771118,1.7049661874771118,4.416390895843506,4.416390895843506
251,1.7070412635803223,1.7070412635803223,4.403260707855225,4.403260707855225
252,1.7112044095993042,1.7112044095993042,4.440854072570801,4.440854072570801
253,1.7066222429275513,1.7066222429275513,4.613777160644531,4.613777160644531
254,1.6967988014221191,1.6967988014221191,4.407392501831055,4.407392501831055
255,1.701117753982544,1.701117753982544,4.504209995269775,4.504209995269775
256,1.694448471069336,1.694448471069336,4.574131965637207,4.574131965637207
257,1.707490086555481,1.707490086555481,4.746695518493652,4.746695518493652
258,1.7010263204574585,1.7010263204574585,4.424403667449951,4.424403667449951
259,1.6968823671340942,1.6968823671340942,4.473047256469727,4.473047256469727
260,1.6890912055969238,1.6890912055969238,4.452306747436523,4.452306747436523
261,1.7079740762710571,1.7079740762710571,4.544815540313721,4.544815540313721
262,1.6931920051574707,1.6931920051574707,4.429381847381592,4.429381847381592
263,1.6919723749160767,1.6919723749160767,4.476664066314697,4.476664066314697
264,1.6981743574142456,1.6981743574142456,4.54531192779541,4.54531192779541
265,1.685019612312317,1.685019612312317,4.476809024810791,4.476809024810791
266,1.6956827640533447,1.6956827640533447,5.023116111755371,5.023116111755371
267,1.6845061779022217,1.6845061779022217,4.5818610191345215,4.5818610191345215
268,1.6910512447357178,1.6910512447357178,4.416455268859863,4.416455268859863
269,1.681950330734253,1.681950330734253,4.582300186157227,4.582300186157227
270,1.6840667724609375,1.6840667724609375,4.543083190917969,4.543083190917969
271,1.6921945810317993,1.6921945810317993,4.44030237197876,4.44030237197876
272,1.6875814199447632,1.6875814199447632,4.453115463256836,4.453115463256836
273,1.6816585063934326,1.6816585063934326,4.384578227996826,4.384578227996826
274,1.683037519454956,1.683037519454956,4.468183994293213,4.468183994293213
275,1.6878703832626343,1.6878703832626343,4.52681827545166,4.52681827545166
276,1.6753677129745483,1.6753677129745483,4.440465450286865,4.440465450286865
277,1.683115839958191,1.683115839958191,4.365814208984375,4.365814208984375
278,1.685245394706726,1.685245394706726,4.3974714279174805,4.3974714279174805
279,1.6829944849014282,1.6829944849014282,4.476986408233643,4.476986408233643
280,1.6825816631317139,1.6825816631317139,4.406006336212158,4.406006336212158
281,1.6704933643341064,1.6704933643341064,4.4936370849609375,4.4936370849609375
282,1.6779248714447021,1.6779248714447021,4.376053333282471,4.376053333282471
283,1.6746866703033447,1.6746866703033447,4.460996627807617,4.460996627807617
284,1.6743900775909424,1.6743900775909424,4.460672855377197,4.460672855377197
285,1.6789405345916748,1.6789405345916748,4.583285808563232,4.583285808563232
286,1.6703591346740723,1.6703591346740723,4.4383015632629395,4.4383015632629395
287,1.6763994693756104,1.6763994693756104,4.384515762329102,4.384515762329102
288,1.6809736490249634,1.6809736490249634,4.603532314300537,4.603532314300537
289,1.6756410598754883,1.6756410598754883,4.573278903961182,4.573278903961182
290,1.674935221672058,1.6749351024627686,4.456742286682129,4.456742286682129
291,1.6635016202926636,1.6635016202926636,4.460936069488525,4.460936069488525
292,1.6657311916351318,1.6657311916351318,4.422152042388916,4.422152042388916
293,1.6625118255615234,1.6625118255615234,4.473900318145752,4.473900318145752
294,1.6641052961349487,1.6641052961349487,4.422318458557129,4.422318458557129
295,1.6633622646331787,1.6633622646331787,4.449283123016357,4.449283123016357
296,1.6616114377975464,1.6616114377975464,4.433606147766113,4.433606147766113
297,1.661240577697754,1.661240577697754,4.469224452972412,4.469224452972412
298,1.6635061502456665,1.6635061502456665,4.570700645446777,4.570700645446777
299,1.6541718244552612,1.6541718244552612,4.438308238983154,4.438308238983154
300,1.6618103981018066,1.6618101596832275,4.4851393699646,4.4851393699646
301,1.6702797412872314,1.6702797412872314,4.47520637512207,4.47520637512207
